# hostname;interval;timestamp;cpu;total;dropd;squeezd;rx_rps;flw_lim;blg_len
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;0;3.9;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;1;2.71;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;2;0.02;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;3;2.23;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;4;0.06;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;5;5.26;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;6;0.41;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;7;0.87;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;8;0.4;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;9;1.8;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;10;1.23;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;604;2024-06-08 14:50:07;11;3.13;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;all;21.59;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;0;5.33;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;1;2.67;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;2;0.1;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;3;1.95;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;4;0.32;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;5;2.87;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;6;1.63;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;7;1.23;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;8;0.51;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;9;1.09;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;10;1.51;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:00:07;11;2.39;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;all;16.98;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;0;6.42;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;1;0.77;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;2;1.27;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;3;1.26;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;4;0.03;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;5;0.04;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;6;1.69;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;7;0.91;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;8;1.83;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;9;1.43;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;10;0.71;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:10:08;11;0.62;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;all;18.87;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;0;5.7;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;1;1.15;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;2;1.17;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;3;1.9;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;4;0.32;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;5;0.47;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;6;1.53;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;7;1.58;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;8;2.42;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;9;0.65;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;10;0.76;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:20:09;11;1.22;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;all;185.26;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;0;5.02;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;1;6.11;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;2;1.63;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;3;6.41;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;4;0.19;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;5;53.57;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;6;35.49;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;7;49.35;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;8;22.18;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;9;1.42;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;10;0.62;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:30:09;11;3.27;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;all;37.2;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;0;4.95;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;1;14.9;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;2;0.83;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;3;0.43;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;4;0.98;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;5;1.55;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;6;1.68;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;7;1.82;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;8;7.93;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;9;0.79;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;10;0.01;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 15:40:00;11;1.33;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;all;37.89;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;0;5.16;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;1;2.36;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;2;2.21;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;3;0.39;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;4;1.05;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;5;4.39;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;6;0.75;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;7;7.73;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;8;2.94;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;9;1.09;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;10;0.05;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 15:50:00;11;9.77;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;all;70.03;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;0;1.26;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;1;3.09;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;2;6.46;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;3;5.78;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;4;3.27;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;5;1.76;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;6;3.33;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;7;0.12;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;8;5.13;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;9;6.43;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;10;0.59;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;608;2024-06-08 16:10:09;11;32.81;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;all;69.57;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;0;23.48;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;1;4.59;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;2;14.28;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;3;5.86;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;4;1.48;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;5;10.72;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;6;4.33;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;7;0.12;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;8;2.29;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;9;1.56;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;10;0.59;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:20:09;11;0.27;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;all;54.38;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;0;4.49;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;1;1.04;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;2;0.75;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;3;5.38;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;4;1.09;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;5;6.48;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;6;1.64;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;7;0.54;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;8;29.7;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;9;1.32;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;10;0.39;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;591;2024-06-08 16:30:00;11;1.57;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;all;59.34;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;0;1.56;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;1;0.62;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;2;2.27;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;3;5.3;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;4;0.77;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;5;2.08;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;6;34.43;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;7;1.11;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;8;0.79;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;9;1.12;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;10;4.6;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:40:01;11;4.69;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;all;92.3;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;0;1.57;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;1;0.82;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;2;4.78;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;3;6.64;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;4;0.73;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;5;3.96;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;6;70.34;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;7;0.21;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;8;1.4;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;9;0.38;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;10;0.09;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 16:50:01;11;1.38;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;all;95.14;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;0;1.44;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;1;2.25;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;2;0.48;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;3;6.67;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;4;0.31;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;5;3.03;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;6;70.07;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;7;8.01;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;8;0.22;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;9;1.47;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;10;0.16;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:00:02;11;1.03;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;all;80.79;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;0;2.07;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;1;0.58;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;2;0.29;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;3;6.7;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;4;0.68;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;5;0.92;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;6;65.41;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;7;0.34;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;8;0.31;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;9;1.82;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;10;0.81;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:10:02;11;0.84;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;all;85.98;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;0;1.35;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;1;0.41;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;2;1.12;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;3;6.71;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;4;0.19;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;5;0.59;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;6;72.54;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;7;0.27;0.0;0.0;0.0;0.0;0
pablolaptop.pegaso.lan;601;2024-06-08 17:20:03;8;0.18;0.0;0.0;0.0;0.0;0
